"","title","link","pubDate","Site","Lead","Symbol","Company"
"2611","Johnson &amp; Johnson says collaborating with HP Inc&#39;s unit","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3376875","2016-05-17 08:52:23","Reuters Key Development","Johnson & Johnson says collaborating with HP Inc's unit","JNJ","Johnson & Johnson"
"2711","European Commission approves Johnson &amp; Johnson&#39;s TREVICTA","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3384404","2016-05-31 07:00:00","Reuters Key Development","European Commission approves Johnson & Johnson's TREVICTA","JNJ","Johnson & Johnson"
"2811","Janssen Pharmaceutica NV says Idylla ebola virus test granted emergency use authorization by U.S. FDA","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3385111","2016-06-01 01:00:00","Reuters Key Development","Janssen Pharmaceutica NV says Idylla ebola virus test granted emergency use authorization by U.S. FDA","JNJ","Johnson & Johnson"
"2911","Johnson &amp; Johnson to acquire Vogue International for about $3.3 bln","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3385893","2016-06-02 06:45:00","Reuters Key Development","Johnson & Johnson to acquire Vogue International for about $3.3 bln","JNJ","Johnson & Johnson"
"3011","Amyris announces collaboration with Johnson &amp; Johnson Innovation","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3387209","2016-06-06 08:30:00","Reuters Key Development","Amyris announces collaboration with Johnson & Johnson Innovation","JNJ","Johnson & Johnson"
"3111","Janssen announces data from Phase 3 MMY3003 (POLLUX) trial","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3389676","2016-06-10 07:00:00","Reuters Key Development","Janssen announces data from Phase 3 MMY3003 (POLLUX) trial","JNJ","Johnson & Johnson"
"3211","UK&#39;s CMA says Reckitt Benckiser licensed K-Y brand to Thornton &amp; Ross","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3393462","2016-06-20 09:10:32","Reuters Key Development","UK's CMA says Reckitt Benckiser licensed K-Y brand to Thornton & Ross","JNJ","Johnson & Johnson"
"3311","Gilead says European Commission grants marketing authorization for Odefsey®","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3395262","2016-06-23 07:53:00","Reuters Key Development","Gilead says European Commission grants marketing authorization for Odefsey®","JNJ","Johnson & Johnson"
"3411","Abbvie announces fourth breakthrough therapy designation granted by FDA","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3397728","2016-06-29 07:30:00","Reuters Key Development","Abbvie announces fourth breakthrough therapy designation granted by FDA","JNJ","Johnson & Johnson"
"3511","Fitch affirms Johnson &amp; Johnson&#39;s IDR at &#39;AAA&#39;; outlook stable","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3398741","2016-06-30 10:03:51","Reuters Key Development","Fitch affirms Johnson & Johnson's IDR at 'AAA'; outlook stable","JNJ","Johnson & Johnson"
"3611","Adjuvant Cosme Japan forms business and capital alliance with JNJ&#39;s units","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3402812","2016-07-11 02:53:47","Reuters Key Development","Adjuvant Cosme Japan forms business and capital alliance with JNJ's units","JNJ","Johnson & Johnson"
"3711","Johnson &amp; Johnson to buy 20 pct stake in CI:Z Holdings Co - Nikkei","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3403242","2016-07-11 14:02:38","Reuters Key Development","Johnson & Johnson to buy 20 pct stake in CI:Z Holdings Co - Nikkei","JNJ","Johnson & Johnson"
"3811","Johnson &amp; Johnson sets quarterly cash dividend of $0.80 per share","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3407131","2016-07-18 14:30:00","Reuters Key Development","Johnson & Johnson sets quarterly cash dividend of $0.80 per share","JNJ","Johnson & Johnson"
"3911","Ionis Pharmaceuticals licenses oral antisense drug to Janssen","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3407678","2016-07-19 07:00:00","Reuters Key Development","Ionis Pharmaceuticals licenses oral antisense drug to Janssen","JNJ","Johnson & Johnson"
"4011","Johnson &amp; Johnson posts Q2 earnings of $1.43/share","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3407648","2016-07-19 07:00:00","Reuters Key Development","Johnson & Johnson posts Q2 earnings of $1.43/share","JNJ","Johnson & Johnson"
"4111","Health Canada approves INVOKAMET for treatment of adults with type 2 diabetes","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3408324","2016-07-20 07:00:00","Reuters Key Development","Health Canada approves INVOKAMET for treatment of adults with type 2 diabetes","JNJ","Johnson & Johnson"
"4211","Janssen says Health Canada approves Imbruvica for treatment of chronic lymphocytic leukemia","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3408351","2016-07-20 08:00:00","Reuters Key Development","Janssen says Health Canada approves Imbruvica for treatment of chronic lymphocytic leukemia","JNJ","Johnson & Johnson"
"4311","Bristol-Myers Squibb collaborates with Johnson and Johnson for lung cancer research","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3411570","2016-07-26 06:59:00","Reuters Key Development","Bristol-Myers Squibb collaborates with Johnson and Johnson for lung cancer research","JNJ","Johnson & Johnson"
"4411","Johnson &amp; Johnson announces ruling related to Remicade","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3428215","2016-08-17 13:54:00","Reuters Key Development","Johnson & Johnson announces ruling related to Remicade","JNJ","Johnson & Johnson"
"4511","Janssen submits application to U.S. FDA to expand indication for daratumumab","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3428228","2016-08-17 15:25:00","Reuters Key Development","Janssen submits application to U.S. FDA to expand indication for daratumumab","JNJ","Johnson & Johnson"
"4611","Genmab to receive $15 mln in milestone payments from Janssen","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3428238","2016-08-17 15:40:32","Reuters Key Development","Genmab to receive $15 mln in milestone payments from Janssen","JNJ","Johnson & Johnson"
"4711","Johnson &amp; Johnson reports 15 pct passive stake in Protagonist Therapeutics - SEC filing","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3429614","2016-08-19 10:31:23","Reuters Key Development","Johnson & Johnson reports 15 pct passive stake in Protagonist Therapeutics - SEC filing","JNJ","Johnson & Johnson"
"4811","J&amp;J wins dismissal of New Jersey lawsuits over talc claims - Bloomberg","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3436903","2016-09-02 16:04:47","Reuters Key Development","J&J wins dismissal of New Jersey lawsuits over talc claims - Bloomberg","JNJ","Johnson & Johnson"
"4911","Janssen receives CHMP positive opinion for Stelara (Ustekinumab)","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3441983","2016-09-16 09:45:00","Reuters Key Development","Janssen receives CHMP positive opinion for Stelara (Ustekinumab)","JNJ","Johnson & Johnson"
"5011","Abbott to sell Abbott Medical Optics to Johnson &amp; Johnson for $4.325 bln","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3442037","2016-09-16 15:00:00","Reuters Key Development","Abbott to sell Abbott Medical Optics to Johnson & Johnson for $4.325 bln","JNJ","Johnson & Johnson"
"5111","Johnson &amp; Johnson to buy Abbott Medical Optics for $4.325 bln","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3442035","2016-09-16 15:00:00","Reuters Key Development","Johnson & Johnson to buy Abbott Medical Optics for $4.325 bln","JNJ","Johnson & Johnson"
"5211","Argentum Pharmaceuticals succeeds in starting patent cancellation trial against Janssen&#39;s Zytiga","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3442492","2016-09-19 11:00:00","Reuters Key Development","Argentum Pharmaceuticals succeeds in starting patent cancellation trial against Janssen's Zytiga","JNJ","Johnson & Johnson"
"5311","Janssen Biotech submits application for approval of sirukumab in U.S. for rheumatoid arthritis","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3444644","2016-09-23 08:00:00","Reuters Key Development","Janssen Biotech submits application for approval of sirukumab in U.S. for rheumatoid arthritis","JNJ","Johnson & Johnson"
"5411","Tracon Pharmaceuticals announces a strategic licensing collaboration for two Janssen Oncology assets and a $5 mln equity investment from Johnson &amp; Johnson Innovation – JJDC Inc","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3446434","2016-09-28 08:00:00","Reuters Key Development","Tracon Pharmaceuticals announces a strategic licensing collaboration for two Janssen Oncology assets and a $5 mln equity investment from Johnson & Johnson Innovation – JJDC Inc","JNJ","Johnson & Johnson"
"5511","U.S. FDA warns about the risk of Hepatitis B","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3449271","2016-10-04 17:31:00","Reuters Key Development","U.S. FDA warns about the risk of Hepatitis B","JNJ","Johnson & Johnson"
"5611","U.S. Department of Homeland Security warns on vulnerabilities in J&amp;J insulin pumps","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3449677","2016-10-05 12:39:54","Reuters Key Development","U.S. Department of Homeland Security warns on vulnerabilities in J&J insulin pumps","JNJ","Johnson & Johnson"
"5711","Astrazeneca divests rights to Rhinocort Aqua outside US","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3450406","2016-10-07 02:00:08","Reuters Key Development","Astrazeneca divests rights to Rhinocort Aqua outside US","JNJ","Johnson & Johnson"
"5811","Genmab says U.S. FDA grants priority review for daratumumab in relapsed multiple myeloma","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3450803","2016-10-07 18:07:30","Reuters Key Development","Genmab says U.S. FDA grants priority review for daratumumab in relapsed multiple myeloma","JNJ","Johnson & Johnson"
"5911","Johnson &amp; Johnson reports Q3 EPS $1.53","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3455810","2016-10-18 06:59:07","Reuters Key Development","Johnson & Johnson reports Q3 EPS $1.53","JNJ","Johnson & Johnson"
"6011","J&amp;J sets quarterly cash dividend of $0.80 per share","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3457739","2016-10-20 16:10:00","Reuters Key Development","J&J sets quarterly cash dividend of $0.80 per share","JNJ","Johnson & Johnson"
"6111","Janssen Therapeutics receives funding from a special RFA","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3460447","2016-10-25 08:00:00","Reuters Key Development","Janssen Therapeutics receives funding from a special RFA","JNJ","Johnson & Johnson"
"6211","BRIEF-Janssen Therapeutics announces recipients of funding from special RFA (Oct 25)","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3461681","2016-10-26 11:43:56","Reuters Key Development","BRIEF-Janssen Therapeutics announces recipients of funding from special RFA (Oct 25)","JNJ","Johnson & Johnson"
"6311","Johnson &amp; Johnson reports 6.4 pct passive stake in Tracon Pharmaceuticals","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3466168","2016-10-31 15:25:17","Reuters Key Development","Johnson & Johnson reports 6.4 pct passive stake in Tracon Pharmaceuticals","JNJ","Johnson & Johnson"
"6411","British artificial intelligence firm announces license agreement with Janssen","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3472185","2016-11-08 06:03:00","Reuters Key Development","British artificial intelligence firm announces license agreement with Janssen","JNJ","Johnson & Johnson"
